id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_262,face-moisturisers,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-men-skin-brightening-night-cream-50-g/10611226/buy,KAMA AYURVEDA,Sustainable Men Skin Brightening Night Cream 50 g,All," Rs. 9,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10611226/2020/6/9/b98f5dc8-febc-4557-9a53-86346e2d18ed1591691563256KAMAAYURVEDAMenSkinBrighteningNightCream50g1.jpg",,Pigmentation,Dark Spots,Softening and Smoothening,Saffron,Cream
skincare_263,face-moisturisers,https://www.myntra.com/face-moisturisers/vlcc/vlcc-skin-defence-normal-to-dry-skin-honey-moisturizer-100-ml/10000857/buy,VLCC,Skin Defence Normal To Dry Skin Honey Moisturizer 100 ml,Normal," Rs. 1,300.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10000857/2019/9/3/e99fb77b-4188-4a8e-a250-3a4f2e611d5b1567488349715-VLCC-Honey-Moisturiser-100-ml-6841567488349148-1.jpg",,General Care,Softening and Smoothening,Deep Nourishment,Honey,Lotion
skincare_264,face-moisturisers,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-vita-rich-day--night-sustainable-face-cream-50-ml/11021420/buy,The Moms Co.,Natural Vita Rich Day & Night Sustainable Face Cream 50 ml,All," Rs. 2,760.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11021420/2021/8/11/506c9ea0-5334-4abe-8654-638d9cc9bd631628671684004TheMomsCoNaturalVitaRichDayNightSustainableFaceCream50ml1.jpg",15 to 30,Finelines and Wrinkles,Blackheads and Whiteheads,Pigmentation,Hyaluronic Acid,Cream
skincare_265,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-face-wash---50-g/4384875/buy,Lakme,Absolute Perfect Radiance Skin Lightening Face Wash - 50 g,All, Rs. 560.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4384875/2018/4/18/11524043885903-Lakme-Women-Face-Wash-and-Cleanser-9941524043885838-1.jpg",,Lightening,Dark Spots,Acne and Blemishes,,Cream
skincare_266,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash---100-ml/2432715/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash - 100 ml,All, Rs. 350.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432715/2021/3/2/15fe7f40-184d-4212-b0af-821f69396e1c1614688785073-Biotique-Unisex-Bio-White-Advanced-Fairness-Sustainable-Face-1.jpg",,Dull Skin,Uneven Skin Tone,Daily Use,Honey,Cream
skincare_267,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-100-ml/12087900/buy,Mamaearth,Vitamin C Face Wash with Turmeric for Skin Illumination 100 ml,All," Rs. 1,120.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12087900/2020/10/10/9929e109-75e2-4266-a75a-76e25842c4ee1602270734127MamaearthSkinIlluminationVitaminCFaceWash100ml1.jpg",,Lightening,Pore Care,Pigmentation,Vitamin C,Cream
skincare_268,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-power-white-anti-dark-cells-fairness-face-wash-100-g/7337612/buy,Garnier,Men Power White Anti-Dark Cells Fairness Face Wash 100 g,All, Rs. 760.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7337612/2019/4/23/efae100d-ebb3-4e34-9571-a183801402451555999577949-Garnier-Men-Power-White-Anti-Dark-Cells-Fairness-Face-Wash-1-1.jpg",,General Care,,,,Cream
skincare_269,cleanser,https://www.myntra.com/face-wash-and-cleanser/plum/plum-charcoal-do-the-detox-face-wash-100ml/15450030/buy,Plum,Charcoal Do-the-Detox Face Wash-100ml,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15450030/2021/9/25/2ceed924-ab8c-40d7-ae04-cb16e6c962901632536659229PlumCharcoalDo-the-DetoxFaceWash-100ml1.jpg",,Pore Care,Daily Use,Tan Removal,Charcoal,Gel
skincare_270,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-3-in-1-deep-cleansing-skin-whitening-facial-foam-50-g/57755/buy,Lotus Herbals,Sustainable WhiteGlow 3-in-1 Deep Cleansing Skin Whitening Facial Foam 50 g,All, Rs. 580.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57755/2020/10/10/fccd63fa-c98c-4657-9407-b5da1b43e9401602268444338LotusHerbalsSustainableWhiteGlow3-in-1DeepCleansingSkinWhite1.jpg",,Lightening,Dull Skin,,Aloe Vera,Cream
skincare_271,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-white-advanced-fairness-sustainable-face-wash-200-ml/9314855/buy,Biotique,Bio White Advanced Fairness Sustainable Face Wash 200 ml,All, Rs. 705.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9314855/2021/4/14/e14973e7-846f-4e62-962f-0cad41124fa11618386062288-Biotique-Bio-White-Advanced-Fairness-Sustainable-Face-Wash-2-1.jpg",,Dull Skin,Uneven Skin Tone,Daily Use,Honey,Cream
skincare_272,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-blush--glow-strawberry-gel-face-wash-with-100-real-strawberry-extract-100g/153915/buy,Lakme,Blush & Glow Strawberry Gel Face Wash With 100% Real Strawberry Extract 100g,All, Rs. 750.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/153915/2020/6/17/96fd6b36-f8df-43aa-a4b2-6cd7214fdbf01592369993309-Lakme-Women-Blush--Glow-Strawberry-Gel-Face-Wash-100-g-56015-1.jpg",,General Care,Daily Use,,,Gel
skincare_273,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-ubtan-face-wash-with-turmeric--saffron-for-tan-removal-100-ml/11081560/buy,Mamaearth,Sustainable Ubtan Face Wash with Turmeric & Saffron for Tan Removal 100 ml,Normal," Rs. 1,120.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081560/2019/12/4/f46df31f-e692-4aa9-adae-12c17bea56c51575445150305-Mamaearth-Unisex-Ubtan-Tan-Removal-Face-Wash-100-ml-24715754-1.jpg",,Lightening,Tan Removal,Softening and Smoothening,Turmeric,Cream
skincare_274,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-papaya-visibly-flawless-skin-sustainable-face-wash---100-ml/2432717/buy,Biotique,Bio Papaya Visibly Flawless Skin Sustainable Face Wash - 100 ml,All, Rs. 350.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432717/2021/2/10/e44a4d77-4a24-4fa3-bac4-d43958b3e8871612953739545BiotiqueUnisexBioPapayaVisiblyFlawlessSkinSustainableFaceWas1.jpg",,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
skincare_275,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-skin-naturals-micellar-cleansing-water-125-ml/6610914/buy,Garnier,Skin Naturals Micellar Cleansing Water 125 ml,All, Rs. 695.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6610914/2021/3/2/19d08e33-9921-48ee-9e4b-79d997b3d1071614669054806-Garnier-Skin-Naturals-Micellar-Cleansing-Water-125-ml-416146-1.jpg",,General Care,,,Glycolic Acid,Gel
skincare_276,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-200ml/6628423/buy,Himalaya,Purifying Neem Face Wash 200ml,Normal, Rs. 760.00 ,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628423/2018/7/27/e5a517d5-3eae-4061-b745-c938293729a01532671302634-Himalaya-Unisex-Face-Wash-and-Cleanser-6711532671302493-1.jpg",,Acne and Blemishes,General Care,Pigmentation,Neem,Gel
skincare_277,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pack-of-2-papaya-exfoliating-face-wash/9314861/buy,Biotique,Bio Pack of 2 Papaya Exfoliating Face Wash,All, Rs. 590.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9314861/2020/8/20/206f5673-2880-487e-8252-b9a06bf6e5361597904474510-This-fresh-foaming-gel-is-blended-with-pure-papaya-fruit-to--1.jpg",,General Care,Dull Skin,Uneven Skin Tone,Papaya,Gel
skincare_278,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-foaming-face-wash-with-turmeric-for-skin-illumination-150-ml/12729796/buy,Mamaearth,Vitamin C Foaming Face Wash with Turmeric for Skin Illumination 150 ml,All," Rs. 1,795.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/13/74047611-ac62-4f9e-901e-a5d67e346e6c1602539125632-1.jpg",,Lightening,Pore Care,Pigmentation,Vitamin C,Cream
skincare_279,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked--raw-coffee-sustainable-face-wash-for-normal-to-oily-skin-100-ml/10901930/buy,MCaffeine,Naked & Raw Coffee Sustainable Face Wash for Normal to Oily Skin 100 ml,Oily," Rs. 1,570.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10901930/2021/10/19/87c829b7-85d4-4bb7-8031-d0312e280a681634639659357-MCaffeine-Naked--Raw-Coffee-Sustainable-Face-Wash-for-Normal-15.jpg",,Excess Oil,General Care,Anti-Pollution,Caffeine,Gel
skincare_280,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-skin-clearing-sustainable-face-wash-250-ml/1777425/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Skin Clearing Sustainable Face Wash 250 ml,Oily," Rs. 3,165.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1777425/2021/2/11/b19c5e9e-5369-4d1b-9797-3adcb31bb9d21613030580985THEBODYSHOPUnisexTeaTreeSkinClearingSustainableFaceWash250ml1.jpg",,Acne and Blemishes,Excess Oil,,Tea Tree,Gel
skincare_281,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-purifying-face-wash-150-ml/1919965/buy,Biotique,Bio Neem Purifying Face Wash 150 ml,All, Rs. 455.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1919965/2021/3/1/7e5b4b57-6301-479e-b0df-ba275d2efdf71614601597447-Biotique-Bio-Neem-Purifying-Face-Wash-150-ml-991161460159662-1.jpg",,Acne and Blemishes,Dull Skin,Dull Skin,Neem,Gel
skincare_282,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-moisturizing-aloe-vera-face-wash-with-vitamin-e-for-dry-skin-100-ml/6628429/buy,Himalaya,Moisturizing Aloe Vera Face Wash with Vitamin E for Dry Skin 100 ml,Dry, Rs. 455.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6628429/2020/12/17/58f35f6f-6bca-4024-b540-404cca283dfb1608201192420-Himalaya-Unisex-Moisturizing-Aloe-Vera-Face-Wash-100ml-10816-1.jpg",,Hydration,Dryness,Softening and Smoothening,Aloe Vera,Gel
skincare_283,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-sustainable-facial-foam---purifying--brightening-100-ml/236316/buy,LOreal,Paris White Perfect Milky Sustainable Facial Foam - Purifying & Brightening 100 ml,All," Rs. 1,045.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236316/2021/8/11/996c7b8c-d4e6-4a02-9f49-e30fbe5620251628659306635LOrealParisWhitePerfectMilkySustainableFacialFoam-PurifyingB1.jpg",,Uneven Skin Tone,Dark Spots,Pore Care,Vitamin C,Cream
skincare_284,cleanser,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-cappuccino-acne--oil-control-coffee-foaming-face-wash-75-ml/14380222/buy,MCaffeine,Cappuccino Acne & Oil Control Coffee Foaming Face Wash 75 ml,All, Rs. 995.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14380222/2021/10/19/6913cf94-17e0-43f2-a89f-969e4efaa6901634640405923-MCaffeine-Cappuccino-Acne--Oil-Control-Coffee-Foaming-Face-W-15.jpg",,Acne and Blemishes,Excess Oil,Redness,Caffeine,Cream
skincare_285,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-set-of-acno-fight-anti-pimple-facewash--pimple-clearing-whitening-cream/14148774/buy,Garnier,Set of Acno Fight Anti Pimple Facewash & Pimple Clearing Whitening Cream,Normal," Rs. 1,685.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14148774/2021/10/6/b6010594-1b8d-4be3-8297-5e393c3c5d911633474799925-Garnier-Men-Face-Wash-and-Cleanser-9151633474799846-1.jpg",,Blackhead Removal,Excess Oil,Uneven Skin Tone,Salicylic Acid,Gel
skincare_286,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-apriscrub-fresh-apricot-scrub-180-g/57764/buy,Lotus Herbals,Sustainable Apriscrub Fresh Apricot Scrub 180 g,All," Rs. 1,055.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57764/2020/10/10/854662ea-0217-45ec-89b9-abe1943ce4fa1602270199606LotusHerbalsSustainableApriscrubFreshApricotScrub180g1.jpg",,General Care,Blackheads and Whiteheads,,Walnut,Cream
skincare_287,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-gentle--soft-deep-pore-cleanser/283697/buy,Lakme,Gentle & Soft Deep Pore Cleanser,Normal, Rs. 870.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/283697/2021/3/9/a2fa8dfd-e6c9-4fc1-8719-f270f7ede50f1615263199181-Lakme-Gentle--Soft-Deep-Pore-Cleanser-831615263198261-1.jpg",,General Care,,,,Cream
skincare_288,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-sustainable-purifying-face-wash-200-ml/9313575/buy,Biotique,Bio Neem Sustainable Purifying Face Wash 200 ml,All, Rs. 720.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9313575/2021/5/21/96dcb1eb-23c0-4dab-9e52-e8e0f418a9bd1621600480614-Biotique-Bio-Neem-Purifying-Sustainable-Face-Wash-200-ml-494-1.jpg",,Acne and Blemishes,Dull Skin,Dull Skin,Neem,Gel
skincare_289,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-150-ml/6628442/buy,Himalaya,Purifying Neem Face Wash for Acne-Prone Skin 150 ml,All, Rs. 585.00 ,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628442/2018/7/24/718634df-0ea6-414a-9754-b195fa6cd2141532415816236-Himalaya-Unisex-Face-Wash-and-Cleanser-9631532415816221-1.jpg",,Acne and Blemishes,General Care,Pigmentation,Neem,Gel
skincare_290,cleanser,https://www.myntra.com/face-wash-and-cleanser/iba/iba-pack-of-4-aloe-aqua-face-wash--makeup-remover-50-ml-each/15328632/buy,Iba,Pack of 4 Aloe Aqua Face Wash + Makeup Remover 50 ml each,All," Rs. 1,260.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15328632/2021/9/1/09ccf938-ce3c-42b5-b4ad-ead50fd0a26f1630487864072Iba1.jpg",,,,,Aloe Vera,Gel
skincare_291,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-tea-tree-face-wash-with-neem-for-acne-100-ml/11081190/buy,Mamaearth,Sustainable Tea Tree Face Wash with Neem for Acne 100 ml,Normal," Rs. 1,120.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081190/2019/12/4/838f8125-9e7e-44a5-ad94-f04246655f571575444460195-Mamaearth-Unisex-Tea-Tree-Face-Wash-100-ml-3191575444459423-1.jpg",,Acne and Blemishes,Excess Oil,Redness,Tea Tree,Cream
skincare_292,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-set-of-2--power-white-anti-dark-cells-fairness-face-wash/9350645/buy,Garnier,Men Set of 2 Power White Anti-Dark Cells Fairness Face Wash,All," Rs. 1,330.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9350645/2019/4/23/ceda25fd-69da-46af-9e6e-741e49127e4c1556000536177-Garnier-Men-Face-Wash-and-Cleanser-8291556000535878-1.jpg",,General Care,,,,Cream
skincare_293,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-total-face-cleanup-for-normal-to-oily-skin-100-ml/2273964/buy,Nivea,Total Face Cleanup for Normal to Oily Skin 100 ml,Combination, Rs. 785.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2273964/2021/8/11/f562d559-ab20-4a9f-a98f-1f3f3e4fd3ee1628671675304NiveaTotalFaceCleanupforNormaltoOilySkin100ml1.jpg",,Excess Oil,Blackheads and Whiteheads,Dark Spots,,Gel
skincare_294,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-transparent-gentle-cleansing-face-wash---tea-tree-120-ml/15722204/buy,Good Vibes,Transparent Gentle Cleansing Face Wash - Tea Tree 120 ml,All, Rs. 920.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722204/2021/10/4/f273a03d-a61a-44b0-9f39-7b7295068c231633334044501GoodVibesGentleCleansingFaceWash-TeaTree120ml1.jpg",,Excess Oil,Deep Nourishment,Daily Use,Tea Tree,Gel
skincare_295,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-de-tan-face-wash-100-ml/9435515/buy,BEARDO,Men De-Tan Face Wash 100 ml,All, Rs. 935.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9435515/2021/7/19/51eda687-e873-4b70-aa8b-d9b47bf7ac1d1626694616079-BEARDO-Men-De-Tan-Face-Wash-100-ml-9241626694615983-1.jpg",,Tan Removal,Deep Nourishment,,Aloe Vera,Cream
skincare_296,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-honey-gel-refreshing-foaming-sustainable-face-wash-150-ml/1919966/buy,Biotique,Advanced Ayurveda Bio Honey Gel Refreshing Foaming Sustainable Face Wash 150 ml,All, Rs. 525.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1919966/2021/2/10/869874a7-319f-43a8-90fd-e5eba7cf473c1612953774146BiotiqueAdvancedAyurvedaUnisexBioHoneyGelRefreshingFoamingSu1.jpg",,Hydration,Softening and Smoothening,Deep Nourishment,Honey,Gel
skincare_297,cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-brightening-vitamin-c-foaming-face-wash-with-built-in-face-brush---100-ml/12426284/buy,WOW SKIN SCIENCE,Brightening Vitamin C Foaming Face Wash with Built-In Face Brush - 100 ml,All," Rs. 1,635.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/8/4ec263fd-d8f0-4cc3-8422-c46b2c245deb1599519172208-1.jpg",,Anti-Pollution,Deep Nourishment,Acne and Blemishes,Vitamin C,Gel
skincare_298,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,Neutrogena,Set Of 2 Deep Clean Foam Cleanser 100 gm,Oily," Rs. 2,420.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037185/2018/7/31/2c4c62a0-150b-47ae-bdcf-f3cd81d61d8c1533027717627-Neutrogena-Unisex-Pack-Of-2-Deep-Clean-Foam-Cleanser-100-gm-8181533027717581-1.jpg",,Anti-Pollution,Pore Care,Excess Oil,,Cream
skincare_299,cleanser,https://www.myntra.com/face-wash-and-cleanser/jaquline-usa/jaquline-usa-rose-love-clay-face-wash---100-ml/15547100/buy,Jaquline USA,Rose Love Clay Face Wash - 100 ml,All, Rs. 930.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15547100/2021/9/21/8999ad8f-5da6-4c82-a566-5591f0ad19041632218474323FaceWashandCleanser1.jpg",,,,,,Gel
skincare_300,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-advanced-ayurveda-bio-morning-nectar-visibly-flawless-face-wash-200-ml/9313559/buy,Biotique,Advanced Ayurveda Bio Morning Nectar Visibly Flawless Face Wash 200 ml,All, Rs. 795.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9313559/2021/8/25/cc758c6c-ab9c-4276-bb60-6f1337d50c9b1629884575940-Biotique-Advanced-Ayurveda-Bio-Morning-Nectar-Visibly-Flawle-1.jpg",,Uneven Skin Tone,Hydration,Deep Nourishment,Honey,Cream
skincare_301,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-charcoal-face-wash-for-oil-control-100-ml/11081248/buy,Mamaearth,Sustainable Charcoal Face Wash for Oil Control 100 ml,Oily," Rs. 1,120.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081248/2021/8/11/e665e27d-f45f-49fe-813e-e1086f1e9d061628671653059MamaearthSustainableCharcoalFaceWashforOilControl100ml1.jpg",,Tan Removal,Dull Skin,Pore Care,Charcoal,Cream
skincare_302,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash-50-ml/236317/buy,LOreal,Paris White Perfect Milky Foam Sustainable Face Wash 50 ml,All, Rs. 525.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236317/2021/8/11/95ba4681-fe4e-49ec-98d0-370665b7b57f1628671330951LOrealParisWhitePerfectMilkyFoamSustainableFaceWash50ml1.jpg",,Lightening,Dark Spots,Pore Care,Vitamin C,Cream
skincare_303,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-all-in-1-face-wash-with-cooling-menthol---150-ml/9686503/buy,Nivea,Men Oil Control All-In-1 Face Wash with Cooling Menthol - 150 ml,Oily," Rs. 1,045.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/9686503/2019/5/31/3673ca23-a2a2-4bf0-8b8a-7ddb63ec3a4f1559286071829-Nivea-Men-Oil-Control-All-In-1-Face-Wash-201559286071672-1.jpg",,Excess Oil,Dark Spots,,,Gel
