id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_642,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-red-lotus-almond-oil--kokum-butter-anti-ageing-face-pack-125-g/14671500/buy,GLAMVEDA,"Red Lotus, Almond Oil & Kokum Butter Anti Ageing Face Pack 125 g",All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/593d1945-7824-48e0-935d-7a34356c0a601624875335853-1.jpg",,Daily Use,Anti-Ageing,Dull Skin,Almond Oil,
skincare_643,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-himalayan-charcoal-purifying-glow-face-mask-15-ml/12568740/buy,THE BODY SHOP,Himalayan Charcoal Purifying Glow Face Mask 15 ml,Combination," Rs. 2,740.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/26/9504f6bd-2465-4d04-a254-7d0fd9fc061f1601077047637-1.jpg",,Oily Skin,Pore Care,,Charcoal,
skincare_644,mask-and-peel,https://www.myntra.com/mask-and-peel/laneige/laneige-water-sleeping-mask-70-ml/12363590/buy,LANEIGE,Water Sleeping Mask 70 ml,All," Rs. 7,860.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12363590/2020/10/12/67a42cb3-1f4d-48db-93e6-783682f4a0d41602498937321-Water-Sleeping-Mask-70ml-8561602498936992-1.jpg",,Daily Use,,,,
skincare_645,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-set-of-5-revitalift-hyaluronic-acid-fresh-mix-serum-sheet-mask/13324936/buy,LOreal,Paris Set of 5 Revitalift Hyaluronic Acid Fresh Mix Serum Sheet Mask,All," Rs. 2,985.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13324936/2021/8/11/e1d3b4a1-b87e-4ed1-92d4-20871317a22c1628671669068LOrealParisSetof5RevitaliftHyaluronicAcidFreshMixSerumSheetM1.jpg",,Hydration,,,Hyaluronic Acid,
skincare_646,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-my-real-squeeze-face-mask-ex---rose-20-ml/11611876/buy,Innisfree,My Real Squeeze Face Mask EX - Rose 20 ml,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611876/2021/8/11/f0ec45a6-ce47-4de6-96e9-fffad5cba7021628659380451InnisfreeMyRealSqueezeFaceMaskEX-Rose20ml1.jpg",,Hydration,Deep Nourishment,,Rose Water,
skincare_647,mask-and-peel,https://www.myntra.com/mask-and-peel/dot--key/dot--key-pore-decongesting--detoxifying-charcoal-mousse-mask-50ml/11349134/buy,DOT & KEY,Dot & Key Pore Decongesting + Detoxifying Charcoal Mousse Mask 50ml,All," Rs. 3,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11349134/2021/8/11/dd017431-8246-436e-b6dd-af5d7fe7cf4d1628671461737DotKeyPoreDecongestingDetoxifyingCharcoalMousseMask50ml2.jpg",,Blackheads and Whiteheads,Acne and Blemishes,Pore Care,Charcoal,
skincare_648,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-tea-tree-anti-acne-face-pack---125-g/14671504/buy,GLAMVEDA,Tea Tree Anti Acne Face Pack - 125 g,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/e3151912-2d51-4809-b35c-4730bfa377ad1624880092639-1.jpg",,Acne and Blemishes,,,Tea Tree,
skincare_649,mask-and-peel,https://www.myntra.com/mask-and-peel/good-vibes/good-vibes-unisex-activated-charcoal-deep-cleansing-face-mask-50-g/15375402/buy,Good Vibes,Unisex Activated Charcoal Deep Cleansing Face Mask 50 g,All," Rs. 1,060.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15375402/2021/9/6/ffbe8fb4-fce1-486a-800c-78e3e8130b0f1630926936536GoodVibesDeepCleansingFaceMask-ActivatedCharcoal50g1.jpg",,Deep Nourishment,Softening and Smoothening,Dull Skin,Charcoal,
skincare_650,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-milk-protein-whitening-rejuvenating-face-pack-50-g/1661416/buy,Biotique,Bio Milk Protein Whitening Rejuvenating Face Pack 50 g,All, Rs. 595.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661416/2016/12/24/11482559610164-Biotique-Unisex-Face-Treatment-6631482559610110-1.jpg",,Finelines and Wrinkles,Deep Nourishment,Dull Skin,Almond Oil,
skincare_651,mask-and-peel,https://www.myntra.com/mask-and-peel/khadi-essentials/khadi-essentials-set-of-6-sheet-mask-for-radiant-skin/13210240/buy,KHADI ESSENTIALS,Set of 6 Sheet Mask for Radiant Skin,All," Rs. 3,080.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/12/10/e923ae9a-08cc-4293-8db5-ea4d43ea62a81607605953992-1.jpg",,Acne and Blemishes,Tan Removal,Dull Skin,Tea Tree,
skincare_652,mask-and-peel,https://www.myntra.com/mask-and-peel/dot--key/dot--key-glow-c-sleep-mask-vitamin-c-overnight-radiance-recovery-60ml/11761194/buy,DOT & KEY,Dot & Key Glow C Sleep Mask Vitamin C Overnight Radiance Recovery 60ml,All," Rs. 5,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11761194/2021/8/11/4d649656-5e34-407f-a477-718ba3579b5d1628659073309DotKeyGlowCSleepMaskVitaminCOvernightRadianceRecovery60ml2.jpg",,Skin Inflammation,Pore Care,,Vitamin C,
skincare_653,mask-and-peel,https://www.myntra.com/mask-and-peel/plum/plum-chamomile-white-tea-range-glow-getter-sustainable-face-mask-60-g/2174927/buy,Plum,Chamomile White Tea Range Glow-Getter Sustainable Face Mask 60 g,Normal," Rs. 1,900.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2174927/2021/8/11/2e2c1488-1dca-4896-a4ce-dd405d99df751628671603748PlumChamomileWhiteTeaGlow-GetterSustainableFaceMask60g1.jpg",,Dryness,,,Glycolic Acid,
skincare_654,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-women-yellow-sunflower--lemon-grass-oil-brightening--anti-blemish-face-pack/14671502/buy,GLAMVEDA,Women Yellow Sunflower & Lemon Grass Oil Brightening & Anti Blemish Face Pack,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/6c054232-4e5f-4936-bc0a-1f766d39bfea1624875503418-1.jpg",,Acne and Blemishes,,,,
skincare_655,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-skin-naturals-set-of-2-sheet-masks/11094226/buy,Garnier,Skin Naturals Set of 2 Sheet Masks,All," Rs. 1,155.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11094226/2019/12/4/5c7bf377-f0ef-4ac8-b54d-5a90da3f22521575436903061-Garnier-Skin-Naturals-Set-of-2-Sheet-Masks-1451575436902148-1.jpg",,Dull Skin,Hydration,Daily Use,Hyaluronic Acid,
skincare_656,mask-and-peel,https://www.myntra.com/mask-and-peel/bewakoof-cosmos/bewakoof-cosmos-vitamin-face-mask-avocado-vitamin-c-100-gm/15360922/buy,BEWAKOOF COSMOS,Vitamin Face Mask Avocado Vitamin-C (100 gm),All, Rs. 870.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15360922/2021/9/28/0ebe788d-1830-4eb7-9659-1f7fc48886f61632812917888-BEWAKOOF-COSMOS-Vitamin-Face-Mask-Avocado-Vitamin-C-100-gm-7-1.jpg",,Dark Spots,Dryness,Uneven Skin Tone,Vitamin C,
skincare_657,mask-and-peel,https://www.myntra.com/mask-and-peel/dot--key/dot--key-glow-reviving-vitamin-c-pink-clay-mask-50ml/11349130/buy,DOT & KEY,Dot & Key Glow Reviving Vitamin C Pink Clay Mask 50ml,All," Rs. 4,225.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11349130/2021/8/11/fcd38956-a8fa-46bb-ada2-588e6b909e2e1628671465210DotKeyGlowRevivingVitaminCPinkClayMask50ml2.jpg",,Pigmentation,Uneven Skin Tone,,Vitamin C,
skincare_658,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-skin-clinic-brightening-glutathione-mask/11611936/buy,Innisfree,Unisex Skin Clinic Brightening Glutathione Mask,All, Rs. 700.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611936/2020/3/19/51ff27e8-bc80-4210-9017-7b3f6a81f2e61584619840548InnisfreeBijaTroubleGelCream40ml19LipstickLOrealWomenLipstic1.jpg",,Dryness,Softening and Smoothening,,,
skincare_659,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-chinese-ginseng--rice-clarifying-polishing-face-mask-15-ml/12568736/buy,THE BODY SHOP,Chinese Ginseng & Rice Clarifying Polishing Face Mask 15 ml,Combination," Rs. 2,095.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/26/edba0a62-da16-498b-8afd-33d7ad6e4c571601073448599-1.jpg",,Dull Skin,Uneven Skin Tone,Pore Care,,
skincare_660,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-pack-of-8-korean-sheet-mask-gift-box/14671478/buy,GLAMVEDA,Glamveda Pack Of 8 Korean Sheet Mask Gift Box,All," Rs. 4,080.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/68d9b212-27c2-4236-81b5-7c19e3751cb91624875270372-1.jpg",,Daily Use,,,,
skincare_661,mask-and-peel,https://www.myntra.com/mask-and-peel/casmara/casmara-gold-mask-2080/15286134/buy,CASMARA,Gold Mask 2080,All," Rs. 30,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15286134/2021/8/27/c1a6aa51-fa92-478e-826c-dad4da7584b71630076184651MaskandPeel1.jpg",,,,,,
skincare_662,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-fruit-whitening--depigmentation-face-pack/1661482/buy,Biotique,Bio Fruit Whitening & Depigmentation Face Pack,All," Rs. 1,470.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661482/2021/4/14/001b5442-4453-45f9-a73d-26289176c8461618385674355-Biotique-Bio-Fruit-Whitening--Depigmentation-Face-Pack-87161-1.jpg",,Pigmentation,Uneven Skin Tone,Pore Care,Honey,
skincare_663,mask-and-peel,https://www.myntra.com/mask-and-peel/himalaya/himalaya-set-of-tan-removal-mask--apricot-scrub/11817068/buy,Himalaya,Set of Tan Removal Mask & Apricot Scrub,All," Rs. 1,035.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11817068/2020/4/29/385e8020-8568-49c2-9412-04c0cc92eb661588144421359FaceWashandCleanserGarnierMenHairCreamandMaskLOrealUnisexFac1.jpg",,Tan Removal,Uneven Skin Tone,Daily Use,Honey,
skincare_664,mask-and-peel,https://www.myntra.com/mask-and-peel/wow-skin-science/wow-skin-science-vitamin-c-glow-clay-face-mask--200-ml/12690358/buy,WOW SKIN SCIENCE,Vitamin C Glow Clay Face Mask- 200 mL,All," Rs. 2,245.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/8/c35fb12d-d0fb-4fd2-8f46-029f23e8b3541602107698708-1.jpg",,Acne and Blemishes,Tan Removal,Pigmentation,Vitamin C,
skincare_665,mask-and-peel,https://www.myntra.com/mask-and-peel/ustraa/ustraa-de-tan-face-mask-oily-skin-125-g/13219914/buy,Ustraa,De Tan Face Mask Oily Skin 125 g,Oily," Rs. 1,075.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13219914/2021/2/8/8382ce48-05af-4910-9bc3-b6ae05d9eac81612761451628UstraaDeTanFaceMaskOilySkin125g1.jpg",,Tan Removal,Uneven Skin Tone,Softening and Smoothening,Glycolic Acid,
skincare_666,mask-and-peel,https://www.myntra.com/mask-and-peel/the-beauty-sailor/the-beauty-sailor-pack-of-2-chocolate-face-mask-100-gm/14361050/buy,The Beauty Sailor,Pack Of 2 Chocolate Face Mask 100 gm,All," Rs. 7,365.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/5/20/ffb42160-fada-469f-8547-341ca57a44ff1621516245136-3.jpg",,Dark Spots,Deep Nourishment,Hydration,Caffeine,
skincare_667,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-set-of-2-skin-naturals-orange-fresh-mix-vitamin-c-face-serum-sheet-mask/11707952/buy,Garnier,Set Of 2 Skin Naturals Orange Fresh Mix Vitamin C Face Serum Sheet Mask,All," Rs. 1,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11707952/2020/3/16/e54aaa2b-6eff-4063-abc6-da5ea4c1836c1584348235081-Garnier-Women-Mask-and-Peel-3711584348233935-1.jpg",,Dull Skin,Hydration,Daily Use,Hyaluronic Acid,
skincare_668,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-aloe-calm-hydration-sustainable-sheet-mask-18-ml/10927558/buy,THE BODY SHOP,Aloe Calm Hydration Sustainable Sheet Mask 18 ml,Combination," Rs. 1,215.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10927558/2021/2/11/bf5e34c1-0b3c-44bd-b17f-cc6af3e2e5d71613030374040THEBODYSHOPAloeCalmHydrationSustainableSheetMask18ml1.jpg",,Hydration,Hydration,,Aloe Vera,
skincare_669,mask-and-peel,https://www.myntra.com/mask-and-peel/swiss-beauty/swiss-beauty-lavender-clay-mask---100-g/15580140/buy,SWISS BEAUTY,Lavender Clay Mask - 100 g,All," Rs. 1,565.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580140/2021/10/11/10fa31f6-95f4-4683-811e-d8ed71b412e51633951732513HighlighterandBlushSWISSBEAUTYWomenMaskandPeelSWISSBEAUTYUni1.jpg",,,,,,
skincare_670,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-espresso-coffee-natural-aha-deep-exfoliation-kit-with-hyaluronic-acid/14483878/buy,MCaffeine,Espresso Coffee Natural AHA Deep Exfoliation Kit with Hyaluronic Acid,All," Rs. 4,390.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14483878/2021/8/16/6f459f4f-7b73-4415-9185-94cd309e55c61629088677882-MCaffeine-Espresso-Coffee-Natural-AHA-Deep-Exfoliation-Kit-w-1.jpg",,Blackheads and Whiteheads,Pore Care,Acne and Blemishes,Caffeine,
skincare_671,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-pure-clay-exfoliate--refine-pores-mask-48-g/1963250/buy,LOreal,Paris Pure Clay Exfoliate & Refine Pores Mask 48 g,All," Rs. 2,435.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1963250/2018/2/27/11519718848293-LOreal-Women-Mask-and-Peel-3471519718848233-1.jpg",,Pore Care,Irregular Textures,Blackheads and Whiteheads,,
skincare_672,mask-and-peel,https://www.myntra.com/mask-and-peel/newish/newish-de-tan-face-pack---50-g/13903824/buy,NEWISH,De Tan Face Pack - 50 g,All," Rs. 1,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13903824/2021/9/1/435dd36c-929f-4429-8468-3d9f4e140c6b1630488846760NEWISHDeTanFacePack-50g1.jpg",,Daily Use,Dull Skin,Daily Use,,
skincare_673,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-smart-peeling-white-jewel-120-ml/8059721/buy,The Face Shop,Smart Peeling White Jewel 120 ml,All," Rs. 4,205.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8059721/2021/8/11/eba94794-4fdd-48bb-bf88-3444c5684cda1628659206887TheFaceShopSmartPeelingWhiteJewel120ml1.jpg",,Blackheads and Whiteheads,Dryness,Dull Skin,Vitamin E,
skincare_674,mask-and-peel,https://www.myntra.com/mask-and-peel/laneige/laneige-cica-sleeping-mask-25-ml/14858548/buy,LANEIGE,Cica Sleeping Mask 25 ml,All," Rs. 4,510.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/14858548/2021/7/23/43f9fc59-4dd8-47a9-b0b8-335fe5d514a11627036339340-LANEIGE-Unisex-Mask-and-Peel-661627036339289-1.jpg",,Dryness,Deep Nourishment,Dryness,,
skincare_675,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-latte-coffee-sleeping-face-mask-with-niacinamide--hyaluronic-acid-for-hydration-100-g/14154848/buy,MCaffeine,mCaffeine Latte Coffee Sleeping Face Mask with Niacinamide & Hyaluronic Acid for Hydration (100 g),All," Rs. 2,695.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14154848/2021/10/19/6e0c2a0d-1edf-46b9-ac6b-3fbe7099885b1634644342949-mCaffeine-Latte-Coffee-Sleeping-Face-Mask-with-Niacinamide---15.jpg",,Dark Spots,Pigmentation,Dryness,Caffeine,
skincare_676,mask-and-peel,https://www.myntra.com/mask-and-peel/pratha/pratha-pomegranate-anti-ageing-face-mask-50gm/15600384/buy,Pratha,Pomegranate Anti-Ageing Face Mask 50gm,Sensitive," Rs. 1,195.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15600384/2021/9/24/3bf54567-5dd3-463e-990f-3a0e776b5db31632483285652PomegranateAnti-AgeingFaceMaskReducewrinklefinelineandagespo1.jpg",,Finelines and Wrinkles,Skin Sagging,Uneven Skin Tone,Collagen,
skincare_677,mask-and-peel,https://www.myntra.com/mask-and-peel/dot--key/dot--key-illuminating-glow-detan-clay-polish-85-g/11761188/buy,DOT & KEY,Dot & Key Illuminating Glow Detan Clay Polish 85 g,All," Rs. 3,475.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11761188/2021/8/11/7e1dfe61-711f-4b35-969f-4afd47302a091628671244448DotKeyIlluminatingGlowDetanClayPolish85g2.jpg",,Tan Removal,Hydration,,Sandalwood,
skincare_678,mask-and-peel,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-unisex-anti-pigmentation-pack-500g/10554872/buy,NutriGlow,Unisex Anti-Pigmentation Pack 500g,All," Rs. 1,450.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/productimage/2019/8/29/3ab13ce8-ece6-43bf-9630-e5438054cbd61567101721855-1.jpg",,Acne and Blemishes,,,,
skincare_679,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-set-of-bio-papaya-revitalising-tan-removal-scrub--depigmentation-face-pack/7037691/buy,Biotique,Set of Bio Papaya Revitalising Tan-Removal Scrub & Depigmentation Face Pack,All," Rs. 1,290.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037691/2018/7/31/31156543-2cd3-4d7b-825d-cf782954380e1533028091636-Biotique-Unisex-Set-of-Fruit-Whitening-Depigmentation-Face-Pack--Papaya-Tan-Removal-Scrub-1551533028091567-1.jpg",,Pigmentation,Uneven Skin Tone,Pore Care,Honey,
skincare_680,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-my-real-squeeze-green-tea-mask-ex/11611932/buy,Innisfree,My Real Squeeze Green Tea Mask EX,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611932/2021/8/11/79a53fcd-e26c-45b6-a979-1cbdf0488a361628671573234InnisfreeMyRealSqueezeGreenTeaMaskEX1.jpg",,Hydration,Softening and Smoothening,,Green Tea,
skincare_681,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-mocha-coffee-face-mask-for-skin-repair--oil-control-with-cocoa--bentonite-clay-100-g/14154850/buy,MCaffeine,mCaffeine Mocha Coffee Face Mask for Skin Repair & Oil Control with Cocoa & Bentonite Clay (100 g),All," Rs. 2,585.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14154850/2021/10/19/575d38df-52e6-43a7-8c7b-a10289f400881634644352720-mCaffeine-Mocha-Coffee-Face-Mask-for-Skin-Repair--Oil-Contro-15.jpg",,Oily Skin,Dark Spots,Pigmentation,Caffeine,
skincare_682,mask-and-peel,https://www.myntra.com/mask-and-peel/dot--key/dot--key-vitamin-c-glow-combo/13252872/buy,DOT & KEY,Vitamin C Glow Combo,Normal," Rs. 10,700.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13252872/2021/8/11/6e144c47-51ee-4b0f-b724-bb2d068127541628671614036DOTKEYVitaminCGlowCombo1.jpg",,Dull Skin,Dark Spots,,Vitamin C,
skincare_683,mask-and-peel,https://www.myntra.com/mask-and-peel/bioayurveda/bioayurveda-face-pack-creme-for-calming-acne--drying-spots---120g/15645492/buy,BIOAYURVEDA,Face Pack Creme For Calming Acne & Drying Spots - 120g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15645492/2021/9/27/87607535-68dd-4c9e-b82c-5408af6b7a521632759548020MaskandPeel1.jpg",,Acne and Blemishes,Dark Spots,Pore Care,Aloe Vera,
skincare_684,mask-and-peel,https://www.myntra.com/mask-and-peel/kaya-skin-clinic/kaya-skin-clinic-charcoal--tea-tree-mattifying-peel-off-mask-50-ml/9642879/buy,Kaya Skin Clinic,Charcoal & Tea Tree Mattifying Peel-Off Mask 50 ml,Combination," Rs. 1,000.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9642879/2020/12/22/054145cf-6544-41c0-ab72-9f14cee3cde41608647977754-Kaya-Skin-Clinic-Unisex-Charcoal-Tea-Tree-Mattifying-Peel-Of-1.jpg",,Oily Skin,Dull Skin,Pore Care,Charcoal,
skincare_685,mask-and-peel,https://www.myntra.com/mask-and-peel/masking/masking-set-of-7-beauty-combo-facial-sheet-mask-140ml/15265510/buy,MasKing,Set of 7 Beauty Combo Facial Sheet Mask 140ml,All," Rs. 2,020.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15265510/2021/8/26/19d58629-3011-4e67-9a16-61f20e72b63b1629962330752MaskandPeel1.jpg",,Daily Use,Skin Tightening,Anti-Pollution,,
skincare_686,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-advanced-organics-tea-tree-skin-clearing-night-face-mask-50-g/12678940/buy,Biotique,Advanced Organics Tea Tree Skin Clearing Night Face Mask 50 g,Oily, Rs. 855.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12678940/2021/8/11/52932b60-5a6d-421d-abdc-5d046ccdb6671628671403134BiotiqueAdvancedOrganicsTeaTreeSkinClearingNightFaceMask50g1.jpg",,Oil Control,Pore Care,Dull Skin,Tea Tree,
skincare_687,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-anti-imperfection-sustainable-night-mask-75ml/2434697/buy,THE BODY SHOP,The Body Shop Vitamin E Range Tea Tree Anti-Imperfection Sustainable Night Mask 75ml,Oily," Rs. 8,050.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434697/2021/2/11/fef96179-1d81-4761-95f9-57568de88a7d1613030683661TheBodyShopTeaTreeAnti-ImperfectionSustainableNightMask1.jpg",,Acne and Blemishes,Pore Care,Pore Care,Tea Tree,
skincare_688,mask-and-peel,https://www.myntra.com/mask-and-peel/makeup-revolution-london/makeup-revolution-london-skincare-x-jake---jamie-coconut-mango--chia-seed-glow-face-mask/11628642/buy,Makeup Revolution London,"Skincare X Jake - Jamie Coconut, Mango & Chia Seed Glow Face Mask",Normal," Rs. 2,625.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11628642/2021/3/24/6ce69a5b-7c14-4206-87db-fed50f44b4131616579554223-Makeup-Revolution-London-Women-Mask-and-Peel-638161657955391-1.jpg",,Deep Nourishment,,,,
skincare_689,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-men-powerwhite-xl-charcoal-mask/12527438/buy,Garnier,Men PowerWhite XL Charcoal Mask,All, Rs. 710.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12527438/2021/4/15/4ec460b4-5875-4d87-9bae-720ced5a71031618460331477-Garnier-Men-Mask-and-Peel-7191618460331350-1.jpg",,Dull Skin,Pore Care,Daily Use,Charcoal,
skincare_690,mask-and-peel,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-unisex-skin-whitening-pack-500g/10554870/buy,NutriGlow,Unisex Skin Whitening Pack 500g,All," Rs. 1,505.00 ","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/productimage/2019/8/29/8616bc90-78c7-4ed9-a199-47284ea03f651567059118948-1.jpg",,,,,,
skincare_691,mask-and-peel,https://www.myntra.com/mask-and-peel/masking/masking-bamboo-facial-sheet-mask-of-saffron--sandalwood--20ml/15778328/buy,MasKing,Bamboo Facial Sheet Mask of Saffron & Sandalwood 20ml,All, Rs. 745.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15778328/2021/10/9/d83d763f-bc1d-4901-b573-470ee7635d6f1633784201182MaskandPeel1.jpg",,Dryness,Daily Use,Anti-Pollution,Sandalwood,
skincare_692,mask-and-peel,https://www.myntra.com/mask-and-peel/bombay-shaving-company/bombay-shaving-company-set-of-charcoal-peel-off-mask--charcoal-face-pack/14065736/buy,Bombay Shaving Company,Set of Charcoal Peel Off Mask & Charcoal Face Pack,All," Rs. 1,715.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14065736/2021/4/13/5e9b965c-841d-4ea1-a368-c0f13aaf5a081618302092864-Bombay-Shaving-Company-Unisex-Mask-and-Peel-4141618302090704-1.jpg",,Tan Removal,Anti-Pollution,Daily Use,Charcoal,
skincare_693,mask-and-peel,https://www.myntra.com/mask-and-peel/casmara/casmara-goji-mask-2070/15286122/buy,CASMARA,Casmara Goji Mask 2070,All," Rs. 22,800.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15286122/2021/8/27/be9f3f02-c0a3-4c0f-b2c8-0a89ac5c2e381630081549295MaskandPeel1.jpg",,Acne and Blemishes,Dull Skin,Softening and Smoothening,,
skincare_694,mask-and-peel,https://www.myntra.com/mask-and-peel/forest-essentials/forest-essentials-facial-ubtan-narangi--nagkesar-75g/12680152/buy,Forest Essentials,Facial Ubtan Narangi & Nagkesar 75g,All," Rs. 5,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680152/2021/8/11/e1072afd-d325-4ad7-91b1-46271e2c4c011628671621305ForestEssentialsNarangiNagkesarFacialUbtan5gms1.jpg",,Tan Removal,Blackheads and Whiteheads,Skin Inflammation,Vitamin E,
skincare_695,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-set-of-pure-clay-detoxify-charcoal-face-mask--rouge-signature-matte-lipstick/15668432/buy,LOreal,Paris Set of Pure-Clay Detoxify Charcoal Face Mask & Rouge Signature Matte Lipstick,All," Rs. 7,245.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15668432/2021/9/29/d516f92d-d247-44a2-a75c-cee37206a9cf1632894572452-LOreal-Women-Mask-and-Peel-1971632894572306-1.jpg",,Daily Use,Blackheads and Whiteheads,,Charcoal,
